"time,s\cell#",4,69,92,116,123,128,136,143,147,153,161,165,170,176,188,192,208,231,273,354,408,543,570,577
1.3,0.0010229,-0.0163959991,0.0034153,0.0087909997,0.0057577002,-0.0220330004,0.0380799994,-0.0089739002,-0.0072424002,-0.0234900005,0.0317850001,0.0092554996,0.0188340005,0.0084608002,0.003484,0.0036704999,0.0256980006,-0.0084619997,-0.0051173,-0.0046962998,-0.0091541996,-0.0029746001,0.0184109993,-0.0020649
1.35,-0.00098731,-0.0183479991,0.0070584998,0.0099167004,0.0046720002,-0.0237949993,0.046627,-0.0099155996,-0.0065410002,-0.0256420001,0.0378089994,0.0073994002,0.0211360008,0.0104179997,0.0032996,0.0036309999,0.0272829998,-0.0101060001,-0.0064613,-0.0086596999,-0.0102390004,-0.0024794999,0.0225089993,-0.0018067
1.4,0.0017871,-0.0202029999,0.0100670001,0.0140930004,0.0047199,-0.0214099996,0.0535969995,-0.0085858004,-0.0062417998,-0.0276350006,0.0336299986,0.0099745002,0.0138980001,0.0112800002,0.0065365001,0.0047235,0.0298309997,-0.0062810001,-0.0045603001,-0.0089539997,-0.0088868998,-0.0019861001,0.0224619992,-0.0021919999
1.45,0.00042043,-0.021613,0.0111729996,0.0175139997,0.0052648,-0.0208480004,0.0644309968,-0.0128570003,-0.0081222001,-0.0281220004,0.035312999,0.0077585001,0.0166870002,0.0081724003,0.0047729001,0.0026718001,0.0281370003,-0.0072875,-0.0083093001,-0.0064925002,-0.0104959998,-0.0023534,0.0232260004,-0.0020738
1.5,-0.00067627,-0.0186480004,0.0231660008,0.015102,0.0048381002,-0.0222849995,0.0654790029,-0.0131829996,-0.0073512001,-0.0265410002,0.0329240002,0.0050403001,0.0162969995,0.0100119999,0.0032895999,0.0029029001,0.0263560005,-0.0060438998,-0.0064857998,-0.0030433999,-0.0092898002,-0.0020629,0.0229139999,-0.0019295
1.55,0.0014945,-0.0177679993,0.0414969996,0.0181120001,0.0041898,-0.0222360007,0.0725649968,-0.0110649997,-0.0150079997,-0.0262809992,0.0333609991,0.0019112,0.0142249996,0.0109759998,0.0034839001,0.0025436999,0.025355,-0.0074657002,-0.0094726002,-0.0024355,-0.0115830004,0.00028302,0.0236930009,-0.006302
1.6,-0.00020494,-0.0157079995,0.0557769984,0.0176289994,0.0042919,-0.0241650008,0.0730020031,-0.0116790002,-0.0120479995,-0.0266050007,0.0321730003,0.0011303,0.011473,0.0082916003,0.0044085002,0.0014165,0.0229139999,-0.0048612999,-0.0073151998,0.0019902,-0.0113690002,-0.00054857,0.0258540008,-0.0058287
1.65,0.0017758,-0.0179379992,0.0601750016,0.0183879994,0.0019502999,-0.0216090009,0.0772520006,-0.0132229999,-0.0074932999,-0.0258419998,0.0324210003,-0.0029420999,0.012662,0.0053429999,0.0040660002,0.0014691,0.0214719996,-0.0064649,-0.0090658003,-0.00030144,-0.0112739997,-0.0011496,0.0226889998,-0.0048885001
1.7,0.00093564,-0.0163909998,0.0692550018,0.0184599999,0.0033455,-0.023333,0.0765459985,-0.0107410001,-0.0089961998,-0.0182370003,0.0288149994,0.0028875,0.0112450002,0.0085592996,0.0035560001,0.000018548,0.0207579993,-0.0058688,-0.0099902004,-0.002019,-0.0119390003,-0.0012172,0.0246600006,-0.0045750001
1.75,-0.00082971,-0.0158580001,0.0690160021,0.0196480006,0.0029837999,-0.0187929999,0.0835850015,-0.0137480004,-0.0081238002,-0.0184220001,0.0312860012,0.00083474,0.0075486,0.0063888999,0.0014937,0.00074372,0.0173189994,-0.0057072002,-0.0097410996,0.000058178,-0.0107770003,-0.00097565,0.0244050007,-0.0031161001
1.8,-0.0027725,-0.0153919999,0.0672999993,0.0184979998,0.0029614,-0.0215939991,0.0864930004,-0.013084,-0.010911,-0.0243839994,0.0328910016,0.0039912998,0.0085254004,0.0081409002,0.0028438999,-0.0014669,0.0168089997,-0.0061456002,-0.0088576004,-0.0011475,-0.0103019997,-0.0021952,0.0263470002,-0.0046485001
1.85,0.00049936,-0.0137609998,0.0685779974,0.0167260002,-0.00099488,-0.0210759994,0.0828119963,-0.0174850002,-0.0132240001,-0.0235619992,0.0286829993,0.0017572,0.0112380004,0.0058964002,0.0032790999,-0.00087495,0.0179009996,-0.0073544001,-0.0100140003,0.00055679,-0.0084587,-0.00098765,0.0267190002,-0.0048614
1.9,-0.0007216,-0.0119479997,0.0703760013,0.0182930008,0.0028895,-0.0229349993,0.0828899965,-0.0110259997,-0.0048921001,-0.0244970005,0.0271860007,0.0021641001,0.0101089999,0.0067039002,0.0037380001,-0.00077625,0.0153369997,-0.0061865002,-0.0070507,0.0011652,-0.0090357,-0.0021098,0.0242100004,-0.0058343001
1.95,0.0022634999,-0.014254,0.0661830008,0.0175870005,0.0036675001,-0.0208630003,0.0799089968,-0.012112,-0.0064888,-0.0250940006,0.0259230006,0.0077768001,0.0031663,0.0069953999,0.0021824001,-0.0002579,0.0180479996,-0.0080271997,-0.0080567999,-0.0013763,-0.0088015003,-0.0019902,0.0242730007,-0.0037332
2,-0.0021527,-0.0115909996,0.0713979974,0.0151969995,0.00046443,-0.0216290001,0.0808679983,-0.0098742004,-0.0076882001,-0.0245719999,0.0244529992,0.0061113001,0.0087909,0.0057544,0.0022217,-0.00014918,0.0155680003,-0.0072089001,-0.0106189996,-0.0014272,-0.0096658999,-0.0019552,0.0260249991,-0.0020166
2.05,-0.0034598,-0.0127910003,0.0746359974,0.0153019996,0.0017847,-0.0234529991,0.0778139979,-0.0143379997,-0.0089111002,-0.0245849993,0.0271559991,0.0051722,0.0062949001,0.0082762996,0.002052,-0.00058365,0.0132499998,-0.0064420002,-0.0101730004,0.0017824,-0.0078252004,-0.0020798,0.0265720002,-0.0045516002
2.1,-0.002534,-0.0128699997,0.068024002,0.0143689997,0.00082123,-0.0212999992,0.0770860016,-0.0122659998,-0.0059067998,-0.0212510005,0.0241110008,0.0031925,0.0075657,0.0047947001,-0.000013215,-0.00088347,0.0134920003,-0.0071425,-0.0103900004,-0.0015606,-0.0077837999,-0.0019876999,0.0239899997,-0.002778
2.15,-0.0021323001,-0.0122539997,0.0703660026,0.0150920004,0.0013174,-0.0222009998,0.0809990019,-0.0147989998,-0.0081546996,-0.0103660002,0.0232229996,0.0018479,0.0080751004,0.0077395001,0.00057005,-0.00088207,0.0123629998,-0.0111969998,-0.0054659001,-0.0029885001,-0.0072567002,-0.0026986001,0.0242940001,-0.0027335
2.2,-0.0037636,-0.0144640002,0.0663909987,0.015958,-0.00051921,-0.0226199999,0.0788249969,-0.015559,-0.0074602999,0.0011998001,0.0187340006,0.0044995998,0.0050571999,0.0046386998,-0.0019501999,-0.00092847,0.0155020002,-0.0090033002,-0.0087118996,-0.00043974,-0.0082096001,-0.0016208,0.0268060006,-0.00023055
2.25,-0.0057067,-0.0141190002,0.0665609986,0.0173930004,0.0016732001,-0.0212299991,0.0785259977,-0.0165689997,-0.0066998,0.0170409996,0.0190890003,0.0038049,0.0063049002,0.0041963002,-0.0010168999,-0.0040663001,0.0124650002,-0.0056988001,-0.0085148001,0.0016916,-0.0070135999,-0.0028414,0.0258329995,-0.0034669
2.3,-0.0044523999,-0.0132919997,0.0662039965,0.0147289997,-0.0019030001,-0.0213890001,0.0760930032,-0.0190570001,-0.0058355001,0.0261749998,0.0196029991,0.0043293,0.0048302002,0.0034717,0.00045029,-0.0033430001,0.0089811003,-0.0080941003,-0.0095667997,-0.003205,-0.0076168999,-0.0022125,0.0263730008,-0.0048889001
2.35,-0.006848,-0.0100729996,0.0598220006,0.0125019997,-0.0014610999,-0.0226990003,0.076849997,-0.015385,-0.0086164,0.0371370018,0.0177100003,0.0069201002,0.0092463996,0.0045841001,-0.000070036,-0.0043539,0.0090354998,-0.0112800002,-0.0072864001,-0.0019761,-0.0070191999,-0.0033905001,0.0262519997,-0.0051636002
2.4,-0.0019932,-0.0105720004,0.0601070002,0.0139389997,-0.00042243,-0.0203280002,0.0785719976,-0.0180469994,-0.0072118999,0.0454859994,0.0159009993,0.0060061999,0.0028023999,0.0012034,-0.00038029,-0.0042134998,0.0074601001,-0.0095287999,-0.0081481002,-0.0014518,-0.0058296002,-0.0034443,0.0271910001,-0.0057128002
2.45,-0.0039817002,-0.0136449998,0.0562609993,0.0119730001,-0.00023304,-0.0233820006,0.0766739994,-0.0168719999,-0.0093670003,0.0538319983,0.0160690006,0.0056953998,0.0029486001,0.0031334001,-0.0016736001,-0.0018181,0.0079023,-0.0065013999,-0.0034149999,-8.16309966467088E-006,-0.0075900001,-0.0036632,0.0257740002,-0.0032392
2.5,-0.0054462999,-0.0120339999,0.0627679974,0.011124,-0.0015149,-0.0230400003,0.0756150037,-0.0206569992,-0.0129349995,0.0543200001,0.0127490005,0.0018331,0.0068105999,0.0025770999,-0.0022289001,0.0048264,0.0087687997,-0.0063192998,-0.0099761998,-0.0017651001,-0.0059135999,-0.0040126001,0.0259830002,-0.0065370002
2.55,-0.0063053002,-0.0149699999,0.0612290017,0.012654,-0.0019602999,-0.0247479994,0.0759119987,-0.0193579998,-0.0084301,0.0575410016,0.0148740001,0.0043966998,0.0014416,0.0019349999,-0.00038424,0.0080401003,0.0089833001,-0.0069887,-0.0068788002,-0.00054156,-0.0077716,-0.0033151,0.0267130006,-0.0037121
2.6,-0.0080100996,-0.0128079997,0.0580229983,0.0133260004,-0.0033088999,-0.0214200001,0.0753529966,-0.0219689999,-0.0090773003,0.0587229989,0.012011,0.0020194999,0.0014848,0.0033535,-0.0052891001,0.0144790001,0.0095531996,-0.0063133999,-0.0061055999,-0.0015562,-0.0078627998,-0.0031516999,0.024061,-0.0038111999
2.65,-0.0080588004,-0.0140070003,0.0547790006,0.012236,-0.0017348001,-0.0244089998,0.0781190023,-0.0230180006,-0.0051189,0.0574170016,0.0088275997,0.0051544998,0.0019174,0.0030511001,0.00022226,0.0178779997,0.0078488002,-0.0070553999,-0.0036532001,-0.002018,-0.0077831,-0.0035288001,0.0256970003,-0.0059519
2.7,-0.0087770997,-0.0142710004,0.0572570004,0.0132600004,-0.0023238999,-0.0216579996,0.0772579983,-0.0179619994,-0.0052479999,0.0631669983,0.0093154004,0.0034798,0.0018302,0.0051006,-0.0028176,0.0204930007,0.0089389002,-0.0058527999,-0.0082858,-0.0040993998,-0.0087778997,-0.0027030001,0.0231660008,-0.0052685998
2.75,-0.0109470002,-0.0129380003,0.052703999,0.0118890004,-0.0054378002,-0.0253689997,0.0799620003,-0.0225499999,-0.0100499997,0.057500001,0.0065512001,0.00019957,-0.00025794,0.0019606,-0.0011142,0.0226520002,0.0067447,-0.0053134002,-0.0075193001,0.00038615,-0.0062016002,-0.0040106,0.0259939991,-0.0049954001
2.8,-0.0083828,-0.014866,0.0481849983,0.0108740004,-0.0063809999,-0.0227540005,0.0777100027,-0.019351,-0.0084076002,0.0580519997,0.0097639002,0.0035683999,0.0034691,0.0027939,0.0019239,0.0239049997,0.0053419,-0.0037523001,-0.0068244999,-0.0025635001,-0.0064833998,-0.0026678999,0.0268079992,-0.0061758999
2.85,-0.0108719999,-0.0147160003,0.0474659987,0.0117739998,-0.0039994,-0.0226259995,0.0755999982,-0.0203600004,-0.0144159999,0.057918001,0.0082572,0.0028134,-0.001348,-0.001539,-0.0020576001,0.0266139992,0.0050549,-0.0044196001,-0.0091193002,-0.0020941,-0.0067330999,-0.0037409,0.0242299996,-0.0061238999
2.9,-0.011194,-0.0153130004,0.0430269986,0.0148959998,-0.0037704001,-0.0219780002,0.0791620016,-0.0175219998,-0.0162569992,0.0606480017,0.0086353002,0.0019359,-0.001652,-0.00080635,0.00061113,0.0269239992,0.0080851,-0.0043509998,-0.0090036998,-0.0026958,-0.0088729998,-0.0032343001,0.0246929992,-0.0060963999
2.95,-0.0089007998,-0.0129199997,0.0426319987,0.014033,-0.0033811999,-0.0252810009,0.0781570002,-0.0203120001,-0.0141070001,0.0606399998,0.008626,0.0022876,0.0038226999,0.00079569,0.0017359999,0.0274069998,0.0092530996,-0.0044253999,-0.0103230001,-0.0035488999,-0.0069267,-0.0029068,0.0299609993,-0.0055251
3,-0.0069129001,-0.0173039995,0.0481170006,0.0160739999,-0.00254,-0.0267469995,0.075687997,-0.0214000009,-0.0176010001,0.0618240014,0.0103749996,-0.001816,0.0064813001,-0.00043523,-0.0016027,0.0286190007,0.0070795999,-0.0022311001,-0.0101079997,-0.0022903001,-0.0077339001,-0.0026475,0.0251529999,-0.0069086999
3.05,-0.0088719996,-0.0169900004,0.0461190008,0.0146989999,-0.0044375998,-0.0185129996,0.0788170025,-0.0203699991,-0.0167599991,0.063357003,0.0092267999,-0.0027059,0.0088393996,-0.0019878,0.00040515,0.0299600009,0.0057341,-0.0023117999,-0.0091896998,-0.0041840998,-0.0087638004,-0.001807,0.0256740004,-0.0066057998
3.1,-0.0121750003,-0.0182809997,0.041650001,0.0159370005,-0.0035856001,-0.0241679996,0.0774789974,-0.0239160005,-0.0139600001,0.0552060008,0.001951,0.0011390999,0.0078844996,-0.0035265,0.00013457,0.0279210005,0.0049819001,-0.0024254001,-0.0074502998,-0.004859,-0.0086238999,-0.0026495999,0.0250560008,-0.0050166999
3.15,-0.0113970004,-0.0170310009,0.0448689982,0.014711,-0.0038226999,-0.0255590007,0.0800779983,-0.0197320003,-0.0114289997,0.0596249998,0.0102850003,-0.0022396999,0.0052291998,-0.001318,-0.0019616999,0.0275069997,0.0047497,-0.0016765,-0.010586,-0.0042238999,-0.0092618,-0.0024581,0.0257280003,-0.0071840999
3.2,-0.0092620002,-0.0156890005,0.045984,0.0149189997,-0.0023363,-0.0209219996,0.0773290023,-0.0188229997,-0.0157820005,0.056756001,0.0079786004,-0.00022637,0.0074296999,0.0012884,-0.0026471999,0.0272230003,0.0039440002,-0.0030151,-0.0072710002,-0.0053356001,-0.0091858003,-0.0018509,0.0205940008,-0.0021674
3.25,-0.0112570003,-0.0182579998,0.0391069986,0.0172710009,-0.0017727,-0.0238729995,0.0763520002,-0.0192050003,-0.0141669996,0.0567849986,0.0039460999,-0.0042821998,0.0097890003,0.00033309,-0.0011724,0.0261979997,0.0042182002,-0.00342,-0.0112680001,-0.0045731999,-0.0094954995,-0.0040189,0.0220669992,-0.0071274
3.3,-0.0117990002,-0.015718,0.0386100002,0.0143900001,-0.0011688001,-0.0196260009,0.0750870034,-0.0185909998,-0.0135019999,0.0581649989,0.0082536004,0.00061259,0.0056340001,0.0036805,-0.0030896999,0.026602,0.0038232,-0.0035502999,-0.0107650002,-0.0039555999,-0.0096172001,-0.0019429,0.0189929996,-0.0054414999
3.35,-0.007913,-0.0165599994,0.0367709994,0.0123110004,-0.0020681999,-0.0117020002,0.0770580024,-0.019413,-0.011105,0.0547990017,0.0068625999,-0.0015935,0.0081112003,0.0040190001,-0.0048868,0.0274650007,0.0035474,-0.0034947,-0.0078744004,-0.0076398998,-0.0095415004,-0.0019246,0.0203159992,-0.0036293999
3.4,-0.0106159998,-0.0163369998,0.0393700004,0.014521,-0.0017001,-0.0047964999,0.0759920031,-0.0180530008,-0.0132550001,0.0514039993,0.0059620002,-0.000052079,0.0066427998,-0.00019464,-0.0014873,0.0277750008,0.00098683,-0.0037654,-0.0101500005,-0.0050387001,-0.0099504003,-0.0018381,0.0151570002,-0.0059453002
3.45,-0.0086626001,-0.0167210009,0.0397440009,0.0161850005,-0.0016072,0.0030242,0.0759119987,-0.0174080003,-0.0117499996,0.0509539992,0.0044673001,-0.0040405998,0.0066062999,-0.00057153,-0.00034935,0.0260630008,0.0036883999,-0.0051242998,-0.0113249999,-0.0018151,-0.0109409997,-0.0015301,0.0150229996,-0.0040271999
3.5,-0.0124019999,-0.0173000004,0.0359520018,0.0155159999,-0.0035361,0.0059080999,0.0780740008,-0.0202869996,-0.0098938001,0.0478329994,0.0034341,-0.0012863,0.0031940001,-0.0032144999,-0.0039865999,0.0253529996,0.0045432998,-0.0027365,-0.0132250004,0.0012944,-0.0100250002,-0.0022277001,0.0162039995,-0.0058411998
3.55,-0.0104240002,-0.0176279992,0.0359649993,0.0159980003,-0.0022487999,0.0064825998,0.0739680007,-0.0203649998,-0.0071920999,0.0475049987,0.0044200001,0.0014359,0.0034290999,0.0020566001,-0.0034674001,0.0257140007,0.0067753,-0.0040195999,-0.0101060001,0.0028625,-0.0095221996,-0.0017083,0.0114010004,-0.0026026999
3.6,-0.0119049996,-0.0178779997,0.0301360004,0.0149450004,0.00024258,0.0109369997,0.0741370022,-0.0182099994,-0.012174,0.0483569987,0.0021557999,-0.0010018999,0.0020961999,0.0012266,-0.0026752001,0.0249669999,0.0052038999,-0.0030995,-0.0090199998,0.0080893002,-0.0105889998,-0.0012911001,0.0120599996,-0.0060953
3.65,-0.0145850005,-0.0213539992,0.0319809988,0.0156849995,-0.0011485,0.0079300003,0.0698679984,-0.0184470005,-0.0098897005,0.0457529984,-0.00071678,-0.0029037001,-0.0013562,-0.0013512,-0.0028408,0.0240989998,0.0039626998,-0.0034636001,-0.0109590003,0.0120890001,-0.0137390001,-0.0008504,0.0110250004,-0.0037485999
3.7,-0.0107190004,-0.0202380009,0.0314659998,0.0160600003,-0.0016343,0.0095129004,0.0709360018,-0.0210779998,-0.0084555,0.0435779989,-0.0010833,-0.00088735,-0.00043364,-0.00093143,-0.0024164,0.0256740004,0.0049069999,-0.0031307,-0.0094042001,0.016415,-0.0130030001,-0.0013117,0.0100459997,-0.0057206
3.75,-0.0105760004,-0.0208299998,0.0317299999,0.019173,0.00010859,0.0082064001,0.0738229975,-0.0171339996,-0.0092185996,0.0467349999,0.0017535,-0.0016038,-0.00053451,-0.0012784,-0.0036188001,0.0246309992,0.0049919002,-0.0032103001,-0.0090875998,0.0205140002,-0.010799,-0.0012806,0.013026,-0.0054258001
3.8,-0.012325,-0.0197330005,0.0267539993,0.015687,-0.00041385,0.0090856999,0.0745450035,-0.0145439999,-0.0095488997,0.0428519994,-0.00066064,-0.0026622,0.0018103,-0.00059348,-0.0074517,0.025107,0.0044590998,-0.0056586,-0.0124019999,0.024154,-0.0107930005,-0.0026908999,0.0074203,-0.0037577001
3.85,-0.0134049999,-0.0193700008,0.0278609991,0.0159809999,0.00026197,0.0079410998,0.0757649988,-0.0146880001,-0.010396,0.0425059982,0.0031822999,-0.0019040999,0.0023874,-0.0022708999,-0.0013306,0.0248530004,0.0031228999,-0.0017144,-0.0126149999,0.0233030003,-0.0083357999,-0.0031971999,0.0129829999,-0.0046405001
3.9,-0.0166209992,-0.0192590002,0.0255699996,0.0144180004,-0.0013493,0.0057864999,0.0729449987,-0.0175650008,-0.0089117,0.0420110002,-0.00004976,-0.0039781001,0.0019099,-0.0034443,-0.0018457,0.0259269997,0.0028786999,-0.0035612001,-0.0095551005,0.0282659996,-0.0112140002,-0.0023067,0.0117340004,-0.0058332002
