,0N,1N,2N,3N,4N,5N,6N,7N,8N,9N,10N,11N,12N,13N,14N,15N,16N,17N,18N,19N,20N,21N,22N,23N,24N,25N,26N,27N,28N,29N,30N,31N,32N,33N,34N,35N,36N,37N,38N,39N,40N,41N,42N,43N,44N,45N,46N,47N,48N,49N,50N,51N,52N,53N,54N,55N,56N,x,y,ang
0,3.313601051443967,1.38416914819988,2.5171699132281056,0.33901673943092175,2.5978326617684684,2.0834997981170402,0.878882565221102,2.8658993369494343,1.033691630227324,1.3887663058215924,2.847568904688837,2.496624740180895,5.4453376580890245,6.944517625306602,8.606129600375134,0.8924780440187807,1.158874699143774,0.8828751049021281,1.7821833755606962,1.967985843346388,3.266074175346283,3.279075673578591,0.2586812345134475,3.479082242459704,2.725533676115428,1.5059746262935505,0.2624298006020877,2.6086947481172906,0.13407441422668726,1.175323008558231,0.41010272646109863,1.458084669017293,2.9565791237539822,1.144479093974297,0.39248624168153673,0.8359300670668902,1.4695159080526905,0.48381854322104767,0.4461793351048259,0.6691066732025073,5.799966199696647,5.532380620663108,1.9546382383990395,4.455840470058035,5.866979817428053,6.1008692208657695,1.693574272080468,1.7594430108367538,1.7407246844802855,2.5922939906650213,7.250084424256461,1.6054886717136378,0.8421318351248204,1.318324845434383,2.8880392231326444,9.770315926542443,0.8767188863507864,0.6280564556587037,0.10594916170273563,-1.2565875342056239
1,2.2573614406203504,2.162650894128615,3.6080391682620956,2.684157450526071,1.2182034862659028,0.6545264003798823,1.1057786057812533,0.9477716961432406,0.5121109923493599,2.990677064614828,1.520973349863318,3.982829576566684,5.601951164796697,12.189573642095889,7.484972547202879,5.0450084434360365,0.9057289021140988,2.5526621985578166,0.6043971424994872,1.0487205217144466,1.3030992022534231,3.571171227132111,1.7392224495615134,1.951865498791213,0.41353139078024354,1.6480460434562656,1.7381847120482952,1.843617507726776,3.416041511455221,2.2811702511312237,1.2533079185667229,0.5720639791517055,1.308555483736862,0.10253532575468703,0.8998162955336291,0.6601280597357084,2.1307725326519455,0.5703958457693394,0.366358673074197,4.087865986648439,3.4738286870501884,3.623137532213899,0.8734886189186115,1.3470858380581345,3.7515799784834507,13.65650626677924,3.860512519391356,5.73526105824092,5.747325570772608,2.9381816935652085,10.42523230957967,0.36874450051198154,2.789014239831033,3.116687601215473,4.3979354032738005,8.028284868932886,0.049436071402165445,0.6776937567602678,0.17650516774072142,-1.068495344371177
2,0.5286042912298795,1.226301540592199,0.5883122799166781,1.1762010125528513,0.6171193876256518,1.444073106407346,0.8488426316960584,0.47444579365630857,1.848598817373394,0.5484103695304241,3.346470769519853,4.183436288831693,3.6464789151478896,6.6436785827205425,12.104347309318717,6.186742051753474,3.8600584114605505,1.333509794095255,3.4348125558522136,0.15978315112199012,2.4247378447879613,2.1235844459339956,0.14560096632177236,0.3527604882984514,0.7044677991997095,4.819461735022879,0.3377009525981118,0.19904693379440822,0.671355264058582,0.7470267635756871,0.03480971700648489,2.609492436440182,0.7193738931874446,0.6226841427865861,0.09426458294586658,0.1819905826879731,0.12853875845060875,0.45207514154496137,2.100250265161978,1.4622603548651927,10.254739008715108,3.048878710073513,3.0396483417268922,0.6453090494510807,2.94816026665688,6.004060307701944,3.0120413022116717,2.7829603815337856,3.0334236827047283,4.5443692582748705,5.652341357154742,0.5164139281532701,1.50492830745437,0.9479954516819622,2.3640711957159897,5.802982495602581,2.5726893489043845,0.7690310302190656,0.20625831109819592,-0.8292787489966839
3,1.2481721287204408,2.556922467510244,1.3903368048842246,1.6639245642275808,0.3276133828561409,1.8482028536326809,0.6744408065491846,0.7342226135473443,0.852998600284863,0.09691548241446929,2.8610071477018573,1.2171624280248305,3.1984308011705824,8.38199078867212,17.748221734535967,10.281386915446868,2.000401771024887,1.9149083824163298,0.05168290920340511,1.5685659374777692,0.7695165283373935,0.7443238814044664,2.087023555658448,0.9111657193399709,0.2980380767486015,0.18179667259987328,0.23601220392200425,0.1359095831461529,0.13457857896302566,1.2358691940373683,1.863582526278419,0.7237112305600542,0.7063046720774032,1.0476396612469694,0.9565853622847338,0.04026781358696666,0.832906550885933,0.8953387988049151,0.5826531495382279,2.5408398698355046,7.86873640138356,7.671339266905972,2.5176548878442313,0.7503879397651176,6.149891664465422,2.2573355211126165,5.179985283587633,3.929833229975123,5.429011770461474,7.182848810916126,8.198460785547157,1.481184604044119,1.5230879291091126,2.4088318371370634,2.2956378502622936,6.973596983739926,0.372241206342556,0.8103421536639106,0.26047917953020006,-0.6573052178285773
4,0.25725588832382024,0.5840424110109442,2.1815535707041427,1.3861976069594315,0.787525957729269,0.8247999437173973,0.14113843598723874,0.19510054101520932,0.8201017214930812,2.5964903627854663,2.065983864168114,5.07080237657533,2.4696384110175242,6.145095565997066,13.175431093125868,2.2620136721486217,3.137517087876925,2.77336580436046,1.9935187332573165,0.8197566356724386,3.063969733394386,4.791035420362378,1.9945049063089801,2.7352291852364456,1.4794630401040967,1.2957756528688622,3.6581522244978304,2.1250927106897883,3.9512380352260625,1.349424249689823,1.1120981038482505,1.1391605138686924,1.8661338221403843,2.71951134681413,1.5525482401398465,0.8770058372044575,0.5809673573631559,2.167634731158517,1.8115420154899535,0.07942666844966965,16.976073244002198,7.415731303743128,2.5067627813254694,1.1814465601096091,2.8368707359280867,3.2402025360978595,2.5480860383480675,4.853340563190594,6.1758021106495375,4.177331756266513,3.9089745109513703,0.6888985458509971,5.648157012241718,4.215825174075122,2.8552008423554307,3.6457453852366077,0.047269419480810225,0.8105585062860222,0.2640792238642792,-0.6496587787289713
5,1.836274528862546,2.0541629528835514,0.35373096980400726,3.2369282405062174,0.5945486228746982,0.1457438299635055,1.2684058912459626,1.419974319863708,0.5021412722440982,0.4973555699905464,1.678911514230422,5.390523175422056,1.3235710476514826,4.944091365927984,4.617850242164466,13.481710142715698,2.656211580464796,1.0934636328205471,1.6553978515968246,1.3123545221955868,1.7912330178890044,1.3146438531686173,0.8820507510209246,0.68302677967489,1.336394872900022,1.0164261901274465,0.5775187411951568,0.08456186291468255,2.413265227732431,0.2905026536133289,1.9931623472252218,0.25757453555069,1.1889621351657813,0.20337832514494245,0.3131076468286354,0.3204992470206349,0.07136690253827153,0.3512209288616516,1.353994656628674,2.270214753102821,7.715740543508203,7.075543446828219,3.18501665426841,0.4500218737151485,5.093118685174778,10.22074627766612,8.93869688244318,6.915857536699864,18.340947488437426,4.362207037433544,1.3346885360055862,1.704036946195125,1.5460743633513907,1.3708962528294075,0.9214171035509181,2.548578615558806,6.508353949803739,0.8276836222270921,0.2889640493672199,-0.5721623287338036
6,0.5119540028960696,2.796526596266529,0.6748661559643088,0.8647875350624705,1.5410411370520953,0.7382137044764918,0.4718097042143058,1.8294407537727544,0.8456519410158547,0.5908958733090743,1.3071356221189667,0.8375190125920773,4.109253022909212,3.369879838638989,11.494569247719165,6.492245278428678,13.918606814189493,0.4406997044982934,5.381999849252453,0.31184407375367035,3.1414791056594535,1.3111064746408951,0.5274453519906392,1.3652038305963572,4.430991466366974,0.4920391316171373,1.8079501923760015,1.764216853263682,3.636792586765025,0.210622540565935,0.9725276337989558,0.590816743044727,0.6423633031357578,0.2681418661120512,1.2747719040152492,2.1256452373384422,0.3890199254609743,0.17037550403920387,1.252238447767391,1.1066386043084686,8.50269838068607,6.203395829699729,4.0915699743609695,0.6886550281441073,1.5465176683061246,7.211152062546515,6.626133072775332,3.609733434068729,7.5969135908692556,7.268468591344725,3.5236382530909784,1.0215293810263073,0.7958587419437488,3.5029130515443163,0.7618531932468134,3.438127169442001,0.37263643417895687,0.9068197195854222,0.3056466017271878,-0.445680245328529
7,0.11323814251337296,0.7546507511141141,2.7680516393110635,3.0776863672285404,0.4444489826903313,0.7145144776990666,2.55656336040174,4.4846017700699115,2.862826948541481,0.3138871099336643,0.8470542727347858,1.3155189952055555,2.126762749298477,1.9501279146418133,6.145954013928368,12.102447104246894,4.332676213385457,2.1675341246586313,4.604600590941993,0.480841000033306,0.604306576013794,1.122882567554851,0.13740270085319548,1.4470275224922111,6.431195885690168,0.82678877954397,2.550028199044969,1.759092609375222,1.4734851187951217,0.9023272484395108,1.2676869336017864,4.699710265069625,1.0171862042449464,4.328531116733613,0.7001431790761107,0.2415658903899733,1.6541088823425796,0.9200042920436825,0.6339082165774963,0.11853556506218335,8.096492429342048,4.937945895653927,2.1462248831291433,4.32150768038974,1.161924299585378,1.953182247339137,8.647832569322633,2.442055489851963,4.150221548797234,2.454229431773218,1.058215642004799,3.7603497650197233,0.9132015310965644,6.425911809437791,2.5606927867269036,1.5099538285796725,0.3177064047081356,0.930956237847405,0.31108999926767417,-0.413124311334674
8,0.002919226970120348,3.388645301827831,0.27112022267849034,0.073326442187926,0.15420950330363906,0.6385466593241134,0.3866190364596607,2.301542671526157,0.7412998806109974,0.47402964845108,0.7672079799078431,4.203523087929588,1.8125470364078875,6.7443321728143015,8.091871278699607,8.704620336487668,5.031280220725384,3.6834407167437373,1.2867223931524063,4.661050372999371,1.5415940883381563,1.837046117866206,0.24036279132729244,0.7127806814082275,1.3582015277881767,0.969326245241461,2.7456654569252574,2.087602662788844,4.882019779651469,0.455004191728328,0.3943488475439315,0.4604609760131161,0.7744705450874991,1.942827590563507,1.1062762585248924,3.789531288337841,2.000529823046179,1.6265626222855885,0.8981523855437572,0.26456335781426726,3.1741253587690452,6.040553651311438,3.99662772034923,4.161720620424092,4.899629762724166,4.341338007054865,8.082387092466371,5.630074469436673,3.3180816581934782,4.9317814846644366,4.725092156383682,1.908481779158315,2.0619821111621657,3.2413879089509265,2.053246008316757,0.8279684643165619,0.7054943383158638,0.9617280382220236,0.3295846915715485,-0.35357183907891293
9,1.0436999494523946,0.14324132824934022,0.8589561365777749,3.2168243770721823,4.3069048346197425,0.8113426482245097,0.0488172981656016,0.562608051287863,1.0026520304827329,0.33861801769272015,0.5854119564402057,1.3774712549849377,3.736604066112663,5.813662716276912,6.972889585563745,10.588539967489346,6.861668960571101,7.460352698289048,1.5845681542469283,2.548051774221982,0.5986819210595495,1.2089659800669301,0.6072325538479156,1.9652007400302811,1.5305610641134526,0.8915522628644418,2.073297313064393,0.7113410947210308,1.0958916927903644,1.1266736320819377,2.0650984574457674,0.13139792628996624,1.485481590872383,1.1852868273888615,0.6754195147357722,0.5284618492194278,1.159953997864949,0.07671252728855159,0.41277412576989714,1.1979587525069453,2.8335335833029225,7.558579453228648,7.072835129178119,2.6434862133078183,2.5326912968374073,3.4095912821130754,6.655061632952948,3.6638739317187787,6.105593217884689,1.7290952915606108,2.2074214449171725,3.1350763316582153,1.919689742575329,1.4132019383387413,1.6733063791016707,1.435797907037842,1.4267307447352127,0.9287545112098735,0.3952165070156319,-0.2396921253099683
