5.000000000000000278e-02,-1.061898571428571181e+01,1.045507671428588026e+00
1.000000000000000056e-01,-1.160019523809523534e+01,1.371564338095257352e+00
1.500000000000000222e-01,-1.257712380952380649e+01,1.717142433333352480e+00
2.000000000000000111e-01,-1.355186190476190333e+01,2.083993385714304925e+00
2.500000000000000000e-01,-1.451291428571428277e+01,2.497923385714307720e+00
2.999999999999999889e-01,-1.546362380952380633e+01,2.932972909523831717e+00
3.500000000000000333e-01,-1.640417142857142352e+01,3.408578623809549679e+00
4.000000000000000222e-01,-1.733585238095237457e+01,3.910840528571454477e+00
4.500000000000000111e-01,-1.826117142857142284e+01,4.434826242857168310e+00
5.000000000000000000e-01,-1.916195714285713692e+01,5.008783385714314917e+00
5.500000000000000444e-01,-2.005539999999999523e+01,5.602721480952410182e+00
6.000000000000000888e-01,-1.999932380952380484e+01,6.323580528571461024e+00
6.500000000000001332e-01,-1.992165238095237001e+01,7.028566671428600365e+00
7.000000000000000666e-01,-1.983811904761903477e+01,7.727635576190504452e+00
7.500000000000001110e-01,-1.975474285714284406e+01,8.411062857142892923e+00
8.000000000000000444e-01,-1.963942857142856013e+01,9.108396666666699559e+00
8.500000000000000888e-01,-1.952332857142856781e+01,9.782619523809531259e+00
9.000000000000001332e-01,-1.951324285714285622e+01,1.021587904761905108e+01
9.500000000000000666e-01,-1.950327142857143059e+01,1.063245619047619606e+01
1.000000000000000000e+00,-1.949211428571428684e+01,1.106542857142857628e+01
1.050000000000000044e+00,-1.940938571428571890e+01,1.142617523809523838e+01
1.100000000000000089e+00,-1.931906190476190588e+01,1.179082333333333743e+01
1.150000000000000133e+00,-1.922879523809523761e+01,1.215280476190476477e+01
1.200000000000000178e+00,-1.913941428571428816e+01,1.250107428571428692e+01
1.250000000000000222e+00,-1.904652857142857414e+01,1.283830904761905067e+01
1.300000000000000044e+00,-1.896415714285714671e+01,1.313779333333333454e+01
1.350000000000000089e+00,-1.887999047619048198e+01,1.343936285714285894e+01
1.400000000000000133e+00,-1.879883333333333439e+01,1.370864761904761586e+01
1.450000000000000178e+00,-1.872139523809524064e+01,1.396182380952380697e+01
1.500000000000000222e+00,-1.863189523809523962e+01,1.421144761904761644e+01
1.550000000000000044e+00,-1.856078095238095571e+01,1.441876190476190089e+01
1.600000000000000089e+00,-1.849547619047619307e+01,1.460406666666666275e+01
1.650000000000000133e+00,-1.843167619047619255e+01,1.475215238095237247e+01
1.700000000000000178e+00,-1.836568095238095566e+01,1.488368571428570419e+01
1.750000000000000222e+00,-1.830529047619047844e+01,1.502152857142856490e+01
1.800000000000000044e+00,-1.824478095238095676e+01,1.516042380952379531e+01
1.850000000000000089e+00,-1.821992857142858213e+01,1.525282857142856052e+01
1.900000000000000133e+00,-1.822066190476190073e+01,1.535565238095239238e+01
1.950000000000000178e+00,-1.811694761904761819e+01,1.552616190476191704e+01
2.000000000000000000e+00,-1.800453333333332750e+01,1.576967142857144388e+01
2.049999999999999822e+00,-1.789833333333332988e+01,1.599547619047620195e+01
2.100000000000000089e+00,-1.776364285714285174e+01,1.626180952380953926e+01
2.149999999999999911e+00,-1.762851904761904365e+01,1.651052380952381782e+01
2.199999999999999734e+00,-1.749537619047618975e+01,1.674480476190477418e+01
2.250000000000000000e+00,-1.734450952380952060e+01,1.698195238095239290e+01
2.299999999999999822e+00,-1.719014285714285251e+01,1.721799047619048295e+01
2.350000000000000089e+00,-1.704577619047619663e+01,1.745705238095238698e+01
2.399999999999999911e+00,-1.696150000000000091e+01,1.764440476190476659e+01
2.450000000000000178e+00,-1.689655238095238587e+01,1.781692380952381427e+01
2.500000000000000000e+00,-1.677997142857143231e+01,1.802480000000000615e+01
2.549999999999999822e+00,-1.668649523809524382e+01,1.821374761904762352e+01
2.600000000000000089e+00,-1.659996666666667053e+01,1.839593333333333547e+01
2.649999999999999911e+00,-1.651492380952381467e+01,1.857978571428571613e+01
2.700000000000000178e+00,-1.643028571428571993e+01,1.875963333333333694e+01
2.750000000000000000e+00,-1.635137142857143289e+01,1.893086190476190822e+01
2.799999999999999822e+00,-1.626771904761905319e+01,1.907661904761905092e+01
2.850000000000000089e+00,-1.618206666666667459e+01,1.921437619047619449e+01
2.899999999999999911e+00,-1.609740952380952805e+01,1.934846666666666692e+01
2.950000000000000178e+00,-1.598717142857143259e+01,1.947069047619048021e+01
3.000000000000000000e+00,-1.597032857142857054e+01,1.962272857142857063e+01
3.049999999999999822e+00,-1.594851428571428720e+01,1.970115238095237942e+01
3.100000000000000089e+00,-1.589555714285714139e+01,1.980337142857143107e+01
3.149999999999999911e+00,-1.585766190476190474e+01,1.986380952380952181e+01
3.200000000000000178e+00,-1.583074761904762084e+01,1.991556666666666686e+01
3.250000000000000000e+00,-1.579892380952381004e+01,1.996031428571428634e+01
3.299999999999999822e+00,-1.578153809523809770e+01,1.998531428571428492e+01
3.350000000000000089e+00,-1.574676666666666769e+01,2.010063809523809297e+01
3.399999999999999911e+00,-1.569269047619047086e+01,2.019331904761904894e+01
3.450000000000000178e+00,-1.558335238095237330e+01,2.030827619047619237e+01
3.500000000000000000e+00,-1.544572380952380186e+01,2.045832380952380802e+01
3.549999999999999822e+00,-1.535548095238094213e+01,2.057882380952381141e+01
3.600000000000000089e+00,-1.523346666666665428e+01,2.073234761904762280e+01
3.649999999999999911e+00,-1.509510952380951210e+01,2.090072380952381081e+01
3.700000000000000178e+00,-1.493812857142856210e+01,2.108631904761905318e+01
3.750000000000000000e+00,-1.473918095238093251e+01,2.130533333333333346e+01
3.799999999999999822e+00,-1.448749999999997939e+01,2.151084285714285826e+01
3.850000000000000089e+00,-1.419881285714283337e+01,2.177220000000000510e+01
3.899999999999999911e+00,-1.388534999999997588e+01,2.204728095238095520e+01
3.950000000000000178e+00,-1.354541809523807139e+01,2.232931904761905173e+01
4.000000000000000000e+00,-1.314763285714283114e+01,2.264054761904762358e+01
4.049999999999999822e+00,-1.265367571428569171e+01,2.303829523809523749e+01
4.099999999999999645e+00,-1.211500761904759216e+01,2.346071904761904747e+01
4.150000000000000355e+00,-1.158494619047616503e+01,2.385386666666666855e+01
4.200000000000000178e+00,-1.105858238095235535e+01,2.423985238095238515e+01
4.250000000000000000e+00,-1.047293333333330523e+01,2.460357142857142776e+01
4.299999999999999822e+00,-9.866509999999971470e+00,2.496987142857143382e+01
4.349999999999999645e+00,-9.201845714285678213e+00,2.537018095238095938e+01
4.400000000000000355e+00,-8.528336523809491254e+00,2.568903333333334160e+01
4.450000000000000178e+00,-7.838227999999967111e+00,2.602461428571429281e+01
4.500000000000000000e+00,-7.096358476190441245e+00,2.636904285714286544e+01
4.549999999999999822e+00,-6.349799428571395232e+00,2.668523809523810186e+01
4.599999999999999645e+00,-5.559993238095199075e+00,2.697560476190476919e+01
4.650000000000000355e+00,-4.763709428571392124e+00,2.723076190476190916e+01
4.700000000000000178e+00,-3.958501809523773396e+00,2.747529523809524221e+01
4.750000000000000000e+00,-3.139667999999961268e+00,2.771259047619048133e+01
4.799999999999999822e+00,-2.340784666666635427e+00,2.791885238095238719e+01
4.850000000000000533e+00,-1.575701333333302534e+00,2.814595238095238727e+01
4.900000000000000355e+00,-8.492075238094967116e-01,2.831116666666666859e+01
4.950000000000000178e+00,-1.387779999999729785e-01,2.845385238095238378e+01
5.000000000000000000e+00,5.544658095238376161e-01,2.858508095238095237e+01
5.049999999999999822e+00,1.196174857142882741e+00,2.868193809523809179e+01
5.100000000000000533e+00,1.850608666666693436e+00,2.876530476190476193e+01
5.150000000000000355e+00,2.447146285714308700e+00,2.881046666666666667e+01
5.200000000000000178e+00,3.024402952380975673e+00,2.884948095238095434e+01
5.250000000000000000e+00,3.588908190476213012e+00,2.889088571428571939e+01
5.299999999999999822e+00,4.087218666666683653e+00,2.895010000000000261e+01
5.350000000000000533e+00,4.556537714285733287e+00,2.899714285714285822e+01
5.400000000000000355e+00,4.974285333333346770e+00,2.901797142857142831e+01
5.450000000000000178e+00,5.370129952380966465e+00,2.901622857142857015e+01
5.500000000000000000e+00,5.757341428571444375e+00,2.900532857142857068e+01
5.549999999999999822e+00,6.099702380952393810e+00,2.898574761904761843e+01
5.600000000000000533e+00,6.448158095238108345e+00,2.894621428571428723e+01
5.650000000000000355e+00,6.742420000000008073e+00,2.891631428571428231e+01
5.700000000000000178e+00,7.002445714285721934e+00,2.889156190476190034e+01
5.750000000000000000e+00,7.241490476190484138e+00,2.885511904761904489e+01
5.799999999999999822e+00,7.449737619047623660e+00,2.880952857142856871e+01
5.850000000000000533e+00,7.641255714285720479e+00,2.876743809523809503e+01
5.900000000000000355e+00,7.820528095238102217e+00,2.871483333333333121e+01
5.950000000000000178e+00,8.017839047619053972e+00,2.866455714285714151e+01
6.000000000000000000e+00,8.241532380952390824e+00,2.861310952380951989e+01
6.049999999999999822e+00,8.481651904761914551e+00,2.855986190476190245e+01
6.100000000000000533e+00,8.761133809523821370e+00,2.849255714285714092e+01
6.150000000000000355e+00,9.039452380952393895e+00,2.842134285714285724e+01
6.200000000000000178e+00,9.339680000000011972e+00,2.834419999999999362e+01
6.250000000000000000e+00,9.670519047619061226e+00,2.825075238095237751e+01
6.299999999999999822e+00,1.001994523809525184e+01,2.814876666666665983e+01
6.350000000000000533e+00,1.042429047619049420e+01,2.799687619047617559e+01
6.400000000000000355e+00,1.084761476190477758e+01,2.779891428571427170e+01
6.450000000000000178e+00,1.128276000000001744e+01,2.759827619047617731e+01
6.500000000000000000e+00,1.175776809523811650e+01,2.735721428571426728e+01
6.549999999999999822e+00,1.224585761904763714e+01,2.709778571428569904e+01
6.600000000000000533e+00,1.277487000000002126e+01,2.683849523809522353e+01
6.650000000000000355e+00,1.329937904761906964e+01,2.657825238095236386e+01
6.700000000000000178e+00,1.383699190476192875e+01,2.629691428571427281e+01
6.750000000000000000e+00,1.439111571428573910e+01,2.595773809523808140e+01
6.799999999999999822e+00,1.494866333333335717e+01,2.561398095238093475e+01
6.850000000000000533e+00,1.552565857142859862e+01,2.524497142857141441e+01
6.900000000000000355e+00,1.611621428571431025e+01,2.485085714285712299e+01
6.950000000000000178e+00,1.670867285714288286e+01,2.445001904761902622e+01
7.000000000000000000e+00,1.729520476190478817e+01,2.404516666666664548e+01
7.049999999999999822e+00,1.784968095238097519e+01,2.364536190476188082e+01
7.100000000000000533e+00,1.840119523809526569e+01,2.322684285714283448e+01
7.150000000000000355e+00,1.892023333333335700e+01,2.281093333333331330e+01
7.200000000000000178e+00,1.942157619047620898e+01,2.238351428571426283e+01
7.250000000000000000e+00,1.991904285714287681e+01,2.191687619047616664e+01
7.299999999999999822e+00,2.038820952380954310e+01,2.145298571428569190e+01
7.350000000000000533e+00,2.084993333333335386e+01,2.097818095238092440e+01
7.400000000000000355e+00,2.126957142857144589e+01,2.053517619047617160e+01
7.450000000000000178e+00,2.167460000000001941e+01,2.013716190476188217e+01
7.500000000000000000e+00,2.206607619047620616e+01,1.974481428571426633e+01
7.549999999999999822e+00,2.240168095238096413e+01,1.939834761904760185e+01
7.600000000000000533e+00,2.271059523809525160e+01,1.905608571428569320e+01
7.650000000000000355e+00,2.296960476190476896e+01,1.871098095238093606e+01
7.700000000000000178e+00,2.321419047619048470e+01,1.836973809523808043e+01
7.750000000000000000e+00,2.346679523809524781e+01,1.801262380952379516e+01
7.799999999999999822e+00,2.371847142857143709e+01,1.768387142857141470e+01
7.850000000000000533e+00,2.397409523809525211e+01,1.730333809523807531e+01
7.900000000000000355e+00,2.421460000000000790e+01,1.692033333333331768e+01
7.950000000000000178e+00,2.444607619047619806e+01,1.653374285714284042e+01
8.000000000000000000e+00,2.468705714285714947e+01,1.609819523809521513e+01
8.050000000000000711e+00,2.492853809523810327e+01,1.564059999999997963e+01
8.100000000000001421e+00,2.518439523809524871e+01,1.514020476190473730e+01
8.150000000000000355e+00,2.542503809523810077e+01,1.463154476190474007e+01
8.200000000000001066e+00,2.564954285714286542e+01,1.411226666666664364e+01
